|lat|lon|season|fishingHours|fishingDays|meanFishingHours|meanFishingDays|nCount|medianFishingHoursPerMonth|flagOne|cuantilDays|cuantilHours|decilDays|decilHours|logFishingHours|logFishingDays|lonTimesFishing|sumfishingHoursPerMonth|distance|fishingHoursTimesDistance
3343|-5.7|-81.4|verano|2.56|1.0|2.56|1.0|2|2.56|1|64|33|7|4|0.9400072584914712|0.0|-6.9968605724838415|29.782500000000002|0.4228843435266911|3.420744629462791e-06
3344|-5.7|-81.3|verano|4.57|3.0|1.5233333333333334|1.0|7|1.68|1|64|22|7|3|1.5195132049061133|1.0986122886681098|-4.5860488541928985|29.782500000000002|0.34444036929488403|4.973811569586519e-06
3345|-5.7|-81.2|verano|10.41|1.0|10.41|1.0|11|10.41|1|64|67|7|7|2.3427668826268775|0.0|-28.382170737849407|29.782500000000002|0.2800842159065723|9.21294431897833e-06
3346|-5.7|-81.1|verano|11.26|3.0|3.7533333333333334|1.0|14|1.6700000000000002|1|64|42|7|5|2.421256622711544|1.0986122886681098|-4.547536304877025|29.782500000000002|0.2413610739120933|8.587459502471659e-06
3347|-5.7|-81.0|verano|26.62|4.0|6.655|1.0|27|1.4125|1|64|56|7|6|3.2816628129669656|1.3862943611198906|-3.8416016116847143|29.782500000000002|0.23301540077857527|1.9599805384121183e-05
3348|-5.7|-80.9|verano|0.56|1.0|0.56|1.0|3|0.56|1|64|8|7|1|-0.579818495252942|0.0|-1.5211617560648034|29.782500000000002|0.13951722060646227|2.4687375615289395e-07
3349|-5.6|-83.9|verano|22.22|1.0|22.22|1.0|7|22.22|1|64|79|7|8|3.100992784211484|0.0|-22.246736741614377|83.79916666666666|2.8496100570078045|0.0002000730401654767
3350|-5.6|-83.8|verano|0.66|1.0|0.66|1.0|1|0.66|1|64|9|7|1|-0.4155154439616658|0.0|-0.660006563311091|83.79916666666666|2.7551187772943613|5.745705261832658e-06
3351|-5.6|-82.6|verano|1.29|1.0|1.29|1.0|1|1.29|1|64|19|7|2|0.25464221837358075|0.0|-1.2715400908919143|83.79916666666666|1.5769929494135284|6.4280396047077555e-06
3352|-5.6|-82.4|verano|6.65|1.0|6.65|1.0|7|2.216666666666667|1|64|56|7|6|1.8946168546677629|0.0|-2.179655724500045|83.79916666666666|1.3842061849666805|2.908583343269342e-05
3353|-5.6|-82.2|verano|1.89|1.0|1.89|1.0|2|1.89|1|65|26|7|3|0.636576829071551|0.0|-1.8539325172286918|83.79916666666666|1.1937951090953607|7.129362236801552e-06
3354|-5.6|-81.8|verano|2.6|2.0|1.3|1.0|3|1.3|1|65|20|7|2|0.9555114450274363|0.6931471805599453|-1.2689863662128702|83.79916666666666|0.8226683219864421|6.758607165485008e-06
3355|-5.6|-81.3|verano|2.86|1.0|2.86|1.0|3|2.86|1|65|36|7|4|1.0508216248317612|0.0|-2.7747053968317106|83.79916666666666|0.4193127329333042|3.7893364339021174e-06
3356|-5.6|-81.2|verano|16.15|1.0|16.15|1.0|17|16.15|1|65|74|7|8|2.7819200496686656|0.0|-15.649081633667796|83.79916666666666|0.3682813706936583|1.879365973197528e-05
3357|-5.6|-81.1|verano|1098.04|49.0|183.00666666666666|8.166666666666666|66|28.199999999999996|1|100|100|10|10|7.0012820512784195|3.8918202981106265|-27.29167951153054|83.79916666666666|0.3096919727574435|0.0010745019095172851
3358|-5.6|-81.0|verano|21.88|2.0|10.94|1.0|22|7.012499999999999|1|65|68|7|7|3.0855729775537806|0.6931471805599453|-6.778259529231595|83.79916666666666|0.21883635109598723|1.5129544891321022e-05
3359|-5.5|-83.1|verano|0.45|1.0|0.45|1.0|1|0.45|1|65|6|7|1|-0.7985076962177716|0.0|-2.0717451523545702|18.05|2.0482862989582227|2.912475332359064e-06
3360|-5.5|-82.9|verano|0.98|1.0|0.98|1.0|1|0.98|1|65|14|7|2|-0.020202707317519466|0.0|-4.500941828254848|18.05|1.8505666057994286|5.73046518736625e-06
3361|-5.5|-82.8|verano|1.62|1.0|1.62|1.0|2|1.62|1|65|23|7|3|0.4824261492442928|0.0|-7.431357340720221|18.05|1.7519008997371932|8.967752881099878e-06
3362|-5.5|-82.7|verano|1.04|1.0|1.04|1.0|1|1.04|1|65|15|7|2|0.03922071315328133|0.0|-4.764986149584488|18.05|1.6533955251239814|5.433368731885097e-06
3363|-5.5|-82.5|verano|4.12|2.0|2.06|1.0|5|2.06|1|65|29|7|3|1.415853163361435|0.6931471805599453|-9.415512465373961|18.05|1.456995800440069|1.8967696763872798e-05
3364|-5.5|-82.4|verano|2.01|1.0|2.01|1.0|2|2.01|1|65|28|7|3|0.6981347220709843|0.0|-9.17584487534626|18.05|1.3591897448480152|8.63247299604776e-06
3365|-5.5|-81.8|verano|0.23|1.0|0.23|1.0|1|0.23|1|65|3|7|1|-1.4696759700589417|0.0|-1.0423268698060941|18.05|0.7840642591650218|5.698211637717826e-07
3366|-5.5|-81.7|verano|0.06|1.0|0.06|1.0|1|0.06|1|65|1|7|1|-2.8134107167600364|0.0|-0.27157894736842103|18.05|0.6923270632439572|1.3125674828095213e-07
3367|-5.5|-81.4|verano|1.82|2.0|0.91|1.0|3|0.91|1|65|13|7|2|0.598836501088704|0.6931471805599453|-4.103822714681441|18.05|0.43760014922301893|2.516563720249e-06
3368|-5.5|-81.3|verano|3.29|3.0|1.0966666666666667|1.0|4|1.28|1|65|16|7|2|1.1908875647772805|1.0986122886681098|-5.765318559556786|18.05|0.36704753179935967|3.815726936788887e-06
3369|-5.5|-81.2|verano|11.59|3.0|3.8633333333333333|1.0|9|2.3049999999999997|1|65|43|7|5|2.4501426573516603|1.0986122886681098|-10.369307479224377|18.05|0.3129758626475893|1.1461814172019816e-05
3370|-5.5|-81.1|verano|18.78|3.0|6.260000000000001|1.0|18|3.785|1|65|55|7|6|2.932792473780117|1.0986122886681098|-17.00628808864266|18.05|0.24616069499440493|1.4607415384589629e-05
3371|-5.5|-81.0|verano|3.5700000000000003|3.0|1.1900000000000002|1.0|3|1.32|1|65|18|7|2|1.2725655957915478|1.0986122886681098|-5.923545706371191|18.05|0.1749266587072384|1.9732553945932763e-06
3372|-5.4|-83.8|verano|3.92|1.0|3.92|1.0|2|3.92|1|65|43|7|5|1.366091653802371|0.0|-24.31502590673575|13.51|2.6951488784480864|3.338319577218153e-05
3373|-5.4|-83.7|verano|1.35|1.0|1.35|1.0|1|1.35|1|65|20|7|2|0.30010459245033816|0.0|-8.36380458919319|13.51|2.59889004711627|1.1086150150380912e-05
3374|-5.4|-83.6|verano|0.4|1.0|0.4|1.0|1|0.4|1|65|6|7|1|-0.916290731874155|0.0|-2.47520355292376|13.51|2.502924584760789|3.1634927057819393e-06
3375|-5.4|-82.5|verano|0.49|1.0|0.49|1.0|1|0.49|1|65|7|7|1|-0.7133498878774648|0.0|-2.9922279792746114|13.51|1.4402106660138292|2.229878421614701e-06
3376|-5.4|-81.6|verano|0.06|1.0|0.06|1.0|1|0.06|1|65|1|7|1|-2.8134107167600364|0.0|-0.3623982235381199|13.51|0.5614683984873887|1.0644754504129483e-07
3377|-5.4|-81.4|verano|0.05|1.0|0.05|1.0|1|0.05|1|65|1|7|1|-2.995732273553991|0.0|-0.30125832716506296|13.51|0.37995626393047294|6.00292192570739e-08
3378|-5.4|-81.3|verano|2.96|1.0|2.96|1.0|4|2.96|1|65|37|7|4|1.085189268335969|0.0|-17.81258327165063|13.51|0.29688699971538335|2.776783204663906e-06
3379|-5.4|-81.2|verano|17.37|3.0|5.79|1.0|17|3.23|1|65|53|7|6|2.854744580253014|1.0986122886681098|-19.413471502590674|13.51|0.2266536798730671|1.2440037081457892e-05
3380|-5.4|-81.1|verano|1.05|1.0|1.05|1.0|1|1.05|1|65|16|7|2|0.04879016416943204|0.0|-6.303108808290156|13.51|0.1742633001404994|5.781683518835211e-07
3381|-5.3|-83.2|verano|0.67|1.0|0.67|1.0|1|0.67|1|65|10|7|1|-0.40047756659712525|0.0|-1.6979591836734698|32.83|2.0911273220442617|4.427049327799652e-06
3382|-5.3|-82.8|verano|1.01|1.0|1.01|1.0|1|1.01|1|65|15|7|2|0.009950330853168092|0.0|-2.5473042948522693|32.83|1.7130153172111409|5.4669072021023154e-06
3383|-5.3|-82.7|verano|1.07|1.0|1.07|1.0|2|1.07|1|65|16|7|2|0.06765864847381486|0.0|-2.695370088333841|32.83|1.6201306975056067|5.477632738557507e-06
3384|-5.3|-82.0|verano|15.82|1.0|15.82|1.0|11|15.82|1|65|74|7|8|2.761274962339508|0.0|-39.513859275053306|32.83|0.93186735241664|4.658216375654037e-05
3385|-5.3|-81.9|verano|2.37|1.0|2.37|1.0|2|2.37|1|65|31|7|4|0.8628899551470398|0.0|-5.912366737739872|32.83|0.8324282326423149|6.2338195881530595e-06
3386|-5.3|-81.8|verano|4.9799999999999995|1.0|4.9799999999999995|1.0|5|4.9799999999999995|1|65|49|7|5|1.6054298910365614|0.0|-12.408285105086811|32.83|0.7331417069707565|1.1536560582977254e-05
3387|-5.3|-81.6|verano|4.14|2.0|2.07|1.0|5|2.07|1|65|29|7|3|1.4206957878372228|0.6931471805599453|-5.145050258909533|32.83|0.5353660079795812|7.003420710238361e-06
3388|-5.3|-81.5|verano|1.37|1.0|1.37|1.0|2|1.37|1|65|20|7|2|0.3148107398400336|0.0|-3.40100517819068|32.83|0.4372376499113488|1.892767195938486e-06
3389|-5.3|-81.3|verano|1.9|1.0|1.9|1.0|1|1.9|1|65|26|7|3|0.6418538861723947|0.0|-4.705147730734085|32.83|0.2455539910080841|1.4742111107769584e-06
3390|-5.3|-81.2|verano|7.959999999999999|3.0|2.653333333333333|1.0|7|1.5699999999999998|1|66|34|7|4|2.0744289998562917|1.0986122886681098|-3.8831556503198295|32.83|0.1574345970682832|3.959791569295547e-06
3391|-5.2|-82.1|verano|1.23|1.0|1.23|1.0|1|1.23|1|66|19|7|2|0.20701416938432612|0.0|-9.400325808703744|10.742500000000001|1.02722283974802|3.992352322624251e-06
3392|-5.2|-81.6|verano|8.600000000000001|2.0|4.300000000000001|1.0|5|4.300000000000001|1|66|46|7|5|2.1517622032594623|0.6931471805599453|-32.66278799162206|10.742500000000001|0.5272444997342249|1.432747274664449e-05
3393|-5.2|-81.4|verano|0.56|1.0|0.56|1.0|1|0.56|1|66|8|7|1|-0.579818495252942|0.0|-4.2433325575983245|10.742500000000001|0.3272716952319634|5.791026536597853e-07
3394|-5.2|-81.3|verano|9.34|3.0|3.1133333333333333|1.0|6|2.81|1|66|38|7|4|2.234306252240751|1.0986122886681098|-21.266278799162205|10.742500000000001|0.22730323908822397|6.708286196284687e-06
3395|-5.2|-81.2|verano|6.71|2.0|3.355|1.0|8|1.8425|1|66|39|7|4|1.9035989509835904|0.6931471805599453|-13.927018850360717|10.742500000000001|0.12738431025836935|2.700831822161795e-06
3396|-5.1|-83.1|verano|0.99|1.0|0.99|1.0|1|0.99|1|66|14|7|2|-0.01005033585350145|0.0|-2.506991035831281|32.81583333333333|1.9432867716834725|6.078986387808236e-06
3397|-5.1|-82.6|verano|0.01|1.0|0.01|1.0|1|0.01|1|66|1|7|1|-4.605170185988091|0.0|-0.02517077630208995|32.81583333333333|1.4588946079138068|4.609809738914903e-08
3398|-5.1|-82.3|verano|3.02|1.0|3.02|1.0|4|3.02|1|66|37|7|4|1.1052568313867783|0.0|-7.573965819345337|32.81583333333333|1.1745550123344544|1.1208290727957191e-05
3399|-5.1|-82.0|verano|5.3|1.0|5.3|1.0|5|5.3|1|66|51|7|6|1.667706820558076|0.0|-13.243606998654105|32.81583333333333|0.9004362703712002|1.5079534388117654e-05
3400|-5.1|-81.9|verano|6.43|1.0|6.43|1.0|6|6.43|1|66|55|7|6|1.860974538249528|0.0|-16.047649762563804|32.81583333333333|0.8131343535972425|1.652084910560472e-05
3401|-5.1|-81.8|verano|10.84|3.0|3.6133333333333333|1.0|11|4.42|1|66|41|7|5|2.3832429960115|1.0986122886681098|-11.017730262322559|32.81583333333333|0.729101828964922|2.497333550931573e-05
3402|-5.1|-81.6|verano|3.76|2.0|1.88|1.0|4|1.88|1|66|26|7|3|1.324418957401803|0.6931471805599453|-4.6748165265750785|32.81583333333333|0.5379189181465858|6.390925356547184e-06
3403|-5.1|-81.5|verano|2.7|2.0|1.35|1.0|3|1.35|1|66|20|7|2|0.9932517730102834|0.6931471805599453|-3.3528022550090153|32.81583333333333|0.44035981026882937|3.7569076708346676e-06
3404|-5.1|-81.4|verano|4.9399999999999995|2.0|2.4699999999999998|1.0|5|1.4224999999999999|1|66|32|7|4|1.597365331199831|0.6931471805599453|-3.5285253561542955|32.81583333333333|0.3442045358504203|5.372824068234777e-06
3405|-5.1|-81.3|verano|12.040000000000001|7.0|1.7200000000000002|1.0|11|0.9|1|66|24|7|3|2.4882344398806753|1.9459101490553132|-2.229716346275934|32.81583333333333|0.25107122993285874|9.551740584491594e-06
3406|-5.1|-81.2|verano|2.71|3.0|0.9033333333333333|1.0|4|0.96|1|66|13|7|2|0.9969486348916096|1.0986122886681098|-2.3754386855938447|32.81583333333333|0.16612273324262583|1.4225169201956042e-06
3407|-5.1|-81.1|verano|109.61000000000001|8.0|27.402500000000003|2.0|32|6.133333333333332|1|86|82|9|9|4.696928611227632|2.0794415416798357|-15.157723659818682|32.81583333333333|0.09327074782588668|3.2303882249545676e-05
3408|-5.0|-83.1|verano|0.4|1.0|0.4|1.0|1|0.4|1|66|6|7|1|-0.916290731874155|0.0|-1.1220253164556964|29.625|1.9243018154645006|2.4321606787552057e-06
3409|-5.0|-82.8|verano|4.859999999999999|5.0|0.9719999999999999|1.0|6|0.65|1|66|14|7|2|1.5810384379124023|1.6094379124341003|-1.8167088607594937|29.625|1.6291542213676353|2.501828579108093e-05
3410|-5.0|-82.7|verano|1.4400000000000002|2.0|0.7200000000000001|1.0|3|0.7200000000000001|1|66|10|7|1|0.36464311358790935|0.6931471805599453|-2.009924050632912|29.625|1.5311908688991076|6.967081720277504e-06
3411|-5.0|-82.6|verano|1.02|1.0|1.02|1.0|1|1.02|1|66|15|7|2|0.01980262729617973|0.0|-2.8439493670886073|29.625|1.4335087990661168|4.620187669929702e-06
3412|-5.0|-82.4|verano|12.42|5.0|2.484|1.0|15|1.46|1|66|33|7|4|2.519308076505333|1.6094379124341003|-4.0608945147679325|29.625|1.2392544036637554|4.8634129697325785e-05
3413|-5.0|-82.3|verano|0.34|1.0|0.34|1.0|1|0.34|1|66|5|7|1|-1.0788096613719298|0.0|-0.9445400843881856|29.625|1.1428707175354482|1.2278211339246549e-06
3414|-5.0|-82.2|verano|0.01|1.0|0.01|1.0|1|0.01|1|66|1|7|1|-4.605170185988091|0.0|-0.027746835443037975|29.625|1.0471654487233633|3.308829477876412e-08
3415|-5.0|-82.1|verano|9.59|4.0|2.3975|1.0|14|1.15|1|66|32|7|4|2.2607208888953467|1.3862943611198906|-3.1870042194092822|29.625|0.9523431508652683|2.8858327111582596e-05
3416|-5.0|-82.0|verano|6.53|1.0|6.53|1.0|5|3.265|1|66|56|7|6|1.8764069432883397|0.0|-9.037299578059072|29.625|0.8586963823144929|1.771788573138268e-05
3417|-5.0|-81.9|verano|9.14|3.0|3.046666666666667|1.0|10|3.85|1|66|37|7|4|2.2126603854660587|1.0986122886681098|-10.643544303797471|29.625|0.7666560356509338|2.2141438692683383e-05
3418|-5.0|-81.8|verano|12.45|5.0|2.4899999999999998|1.0|16|1.19|1|66|33|7|4|2.5217206229107165|1.6094379124341003|-3.2858059071729957|29.625|0.6768777415456906|2.662800724049572e-05
3419|-5.0|-81.7|verano|6.539999999999999|1.0|6.539999999999999|1.0|5|6.539999999999999|1|66|56|7|6|1.8779371654691073|0.0|-18.03605063291139|29.625|0.5903943402506509|1.2200538951406619e-05
3420|-5.0|-81.6|verano|1.97|1.0|1.97|1.0|1|1.97|1|66|27|7|3|0.6780335427498971|0.0|-5.426227848101266|29.625|0.5088884720643554|3.167728273846841e-06
3421|-5.0|-81.5|verano|7.43|4.0|1.8575|1.0|10|0.7775|1|66|26|7|3|2.005525858729668|1.3862943611198906|-2.138945147679325|29.625|0.4342358824598586|1.0194680124902795e-05
3422|-5.0|-81.4|verano|9.42|4.0|2.355|1.0|11|1.58|1|66|31|7|4|2.2428350885882717|1.3862943611198906|-4.341333333333334|29.625|0.35592013086967617|1.0594062656839963e-05
3423|-5.0|-81.3|verano|26.400000000000002|5.0|5.28|1.0|30|3.186666666666667|1|66|50|7|5|3.2733640101522705|1.6094379124341003|-8.745181434599157|29.625|0.2713321169710574|2.2634151166662877e-05
3424|-5.0|-81.2|verano|6.84|5.0|1.3679999999999999|1.0|12|0.86|1|66|20|7|2|1.922787731634459|1.6094379124341003|-2.3571983122362874|29.625|0.19684795579329484|4.254476144094726e-06
3425|-5.0|-81.1|verano|4.85|2.0|2.425|1.0|14|0.6558333333333334|1|66|32|7|4|1.5789787049493917|0.6931471805599453|-1.795378340365682|29.625|0.12421159161110587|1.9035441201211196e-06
3426|-4.9|-82.8|verano|5.029999999999999|1.0|5.029999999999999|1.0|4|5.029999999999999|1|66|49|7|5|1.6154199841116477|0.0|-10.490780856423171|39.7|1.6126740144864946|2.5631478310264398e-05
3427|-4.9|-82.2|verano|2.94|1.0|2.94|1.0|3|2.94|1|66|37|7|4|1.0784095813505903|0.0|-6.08735516372796|39.7|1.0213371025278593|9.488018467846093e-06
3428|-4.9|-82.1|verano|4.2|2.0|2.1|1.0|5|2.1|1|67|29|7|3|1.4350845252893227|0.6931471805599453|-4.3428211586901755|39.7|0.9238676728839403|1.2260781228385176e-05
3429|-4.9|-82.0|verano|6.37|1.0|6.37|1.0|5|6.37|1|67|55|7|6|1.851599469584072|0.0|-13.157178841309824|39.7|0.8270027067670322|1.6645829628543816e-05
3430|-4.9|-81.9|verano|3.92|2.0|1.96|1.0|5|1.96|1|67|27|7|3|1.366091653802371|0.6931471805599453|-4.043425692695214|39.7|0.7309825421992006|9.054243165347609e-06
3431|-4.9|-81.8|verano|0.79|1.0|0.79|1.0|1|0.79|1|67|11|7|2|-0.23572233352106983|0.0|-1.6277581863979849|39.7|0.6361898120844085|1.5880818537219169e-06
3432|-4.9|-81.7|verano|11.33|3.0|3.776666666666667|1.0|11|3.71|1|67|42|7|5|2.427454075039915|1.0986122886681098|-7.634937027707808|39.7|0.5432674083727106|1.944924035926508e-05
3433|-4.9|-81.6|verano|2.25|1.0|2.25|1.0|2|2.25|1|67|30|7|3|0.8109302162163288|0.0|-4.624685138539042|39.7|0.4533668238854652|3.223230296829039e-06
3434|-4.9|-81.5|verano|8.78|1.0|8.78|1.0|6|8.78|1|67|63|7|7|2.172476407647025|0.0|-18.024433249370276|39.7|0.3687051355758409|1.0228990721118856e-05
3435|-4.9|-81.4|verano|3.1799999999999997|1.0|3.1799999999999997|1.0|2|3.1799999999999997|1|67|38|7|4|1.1568811967920853|0.0|-6.520201511335012|39.7|0.2928976538197437|2.9430801856657893e-06
3436|-4.9|-81.3|verano|14.990000000000002|3.0|4.996666666666667|1.0|12|2.5900000000000003|1|67|49|7|5|2.7073833121145063|1.0986122886681098|-5.303954659949622|39.7|0.21743147092703577|1.0298716867391461e-05
3437|-4.8|-82.9|verano|2.67|1.0|2.67|1.0|2|2.67|1|67|34|7|4|0.9820784724121582|0.0|-7.532516590096989|29.384999999999998|1.6994815600647253|1.4337941365470621e-05
3438|-4.8|-82.8|verano|3.99|1.0|3.99|1.0|4|3.99|1|67|44|7|5|1.3837912309017721|0.0|-11.242879019908118|29.384999999999998|1.6002873407610283|2.0175762054817106e-05
3439|-4.8|-82.0|verano|5.35|1.0|5.35|1.0|6|5.35|1|67|51|7|6|1.6770965609079151|0.0|-14.929385741024333|29.384999999999998|0.806540437299952|1.36344935353878e-05
3440|-4.8|-81.9|verano|5.41|2.0|2.705|1.0|7|2.705|1|67|35|7|4|1.6882490928583902|0.6931471805599453|-7.539203675344565|29.384999999999998|0.7077495863651253|1.209862375779823e-05
3441|-4.8|-81.8|verano|7.01|1.0|7.01|1.0|7|3.505|1|67|58|7|6|1.9473377010464987|0.0|-9.75698485621916|29.384999999999998|0.609353326896633|1.34972809053998e-05
3442|-4.8|-81.7|verano|10.93|2.0|5.465|1.0|7|5.465|1|67|51|7|6|2.391511302188447|0.6931471805599453|-15.194503998638762|29.384999999999998|0.5115793946202304|1.76681992200963e-05
3443|-4.8|-81.6|verano|0.8|1.0|0.8|1.0|1|0.8|1|67|11|7|2|-0.2231435513142097|0.0|-2.2215416028586015|29.384999999999998|0.41486802359303887|1.048718746453306e-06
3444|-4.8|-81.4|verano|1.99|1.0|1.99|1.0|1|1.99|1|67|28|7|3|0.688134638736401|0.0|-5.512540411774716|29.384999999999998|0.23004233740770763|1.4465049697002023e-06
3445|-4.8|-81.3|verano|11.13|2.0|5.565|1.0|10|2.91|1|67|52|7|6|2.4096441652874536|0.6931471805599453|-8.05114854517611|29.384999999999998|0.1515594251796177|5.3301225661247255e-06
3446|-4.7|-83.3|verano|1.44|1.0|1.44|1.0|1|1.44|1|67|21|7|3|0.36464311358790924|0.0|-6.6071054805838605|18.155|2.089431399448186|9.507135657970343e-06
3447|-4.7|-82.3|verano|1.9|1.0|1.9|1.0|1|1.9|1|67|26|7|3|0.6418538861723947|0.0|-8.613054255026162|18.155|1.092036433916013|6.556164033999486e-06
3448|-4.7|-81.9|verano|1.66|2.0|0.83|1.0|2|0.83|1|67|12|7|2|0.5068176023684519|0.6931471805599453|-3.744257780225833|18.155|0.6951773680148204|3.646387297191169e-06
3449|-4.7|-81.8|verano|7.0|1.0|7.0|1.0|6|7.0|1|67|58|7|6|1.9459101490553132|0.0|-31.539520793169924|18.155|0.5966184484241174|1.3196349231328437e-05
3450|-4.7|-81.6|verano|7.470000000000001|1.0|7.470000000000001|1.0|5|3.7350000000000003|1|67|59|7|6|2.010894999144726|0.0|-16.78744147617736|18.155|0.3983584780069258|9.40272529493297e-06
3451|-4.7|-81.5|verano|2.32|1.0|2.32|1.0|3|1.16|1|67|31|7|4|0.8415671856782185|0.0|-5.207380886808041|18.155|0.29848195422839086|2.1880898235597154e-06
3452|-4.7|-81.4|verano|6.959999999999999|2.0|3.4799999999999995|1.0|7|2.09|1|67|40|7|4|1.940179474346328|0.6931471805599453|-9.370751858992012|18.155|0.19872965807851053|4.370498815633892e-06
3453|-4.6|-82.7|verano|2.96|1.0|2.96|1.0|2|2.96|1|67|37|7|4|1.085189268335969|0.0|-13.160860215053765|18.599999999999998|1.4866168211748514|1.390432260343691e-05
3454|-4.6|-82.1|verano|0.86|1.0|0.86|1.0|1|0.86|1|67|12|7|2|-0.15082288973458366|0.0|-3.7960215053763444|18.599999999999998|0.8866349716766178|2.409363852884598e-06
3455|-4.6|-82.0|verano|1.96|1.0|1.96|1.0|1|1.96|1|67|27|7|3|0.6729444732424258|0.0|-8.640860215053765|18.599999999999998|0.7866406886247406|4.87182365336432e-06
3456|-4.6|-81.9|verano|21.79|2.0|10.895|1.0|17|10.895|1|67|68|7|7|3.0814511489565284|0.6931471805599453|-47.97314516129033|18.599999999999998|0.6866480707028988|4.7277065979440995e-05
3457|-4.6|-81.8|verano|0.96|1.0|0.96|1.0|1|0.96|1|67|14|7|2|-0.040821994520255166|0.0|-4.2219354838709675|18.599999999999998|0.5866579693484111|1.7795708762035258e-06
3458|-4.6|-81.4|verano|1.31|2.0|0.655|1.0|2|0.655|1|67|9|7|1|0.2700271372130602|0.6931471805599453|-2.8665053763440866|18.599999999999998|0.18680356795308692|7.732421943348768e-07
3459|-4.6|-81.3|verano|0.31|1.0|0.31|1.0|1|0.31|1|67|5|7|1|-1.171182981502945|0.0|-1.3550000000000002|18.599999999999998|0.08704925617143533|8.526795360896116e-08
3460|-4.5|-83.1|verano|0.75|1.0|0.75|1.0|1|0.75|1|67|11|7|2|-0.2876820724517809|0.0|-1.669792364367046|37.325|1.8844619818133779|4.465886954370436e-06
3461|-4.5|-82.9|verano|0.67|1.0|0.67|1.0|1|0.67|1|67|10|7|1|-0.40047756659712525|0.0|-1.488091091761554|37.325|1.6844634044407263|3.5661159909872713e-06
3462|-4.5|-82.8|verano|1.97|1.0|1.97|1.0|1|1.97|1|67|27|7|3|0.6780335427498971|0.0|-4.370154052243803|37.325|1.584464250432938|9.862970926881645e-06
3463|-4.5|-82.6|verano|0.63|1.0|0.63|1.0|1|0.63|1|67|9|7|1|-0.4620354595965587|0.0|-1.394186202277294|37.325|1.3844663090519764|2.756017831055e-06
3464|-4.5|-82.0|verano|5.91|1.0|5.91|1.0|7|2.955|1|68|53|7|6|1.776645831418007|0.0|-6.491895512391158|37.325|0.7844787829508268|1.4649667406920736e-05
3465|-4.5|-81.9|verano|18.14|2.0|9.07|1.0|17|9.07|1|68|64|7|7|2.8981194446869907|0.6931471805599453|-19.901754855994643|37.325|0.684482988028203|3.923367800232499e-05
3466|-4.5|-81.8|verano|3.39|2.0|1.695|1.0|5|1.695|1|68|24|7|3|1.220829921392359|0.6931471805599453|-3.714695244474213|37.325|0.5844886319681544|6.260872345090336e-06
3467|-4.5|-81.7|verano|2.64|1.0|2.64|1.0|3|2.64|1|68|34|7|4|0.9707789171582248|0.0|-5.778647019423978|37.325|0.48449660566407404|4.041603896639131e-06
3468|-4.5|-81.6|verano|14.0|2.0|7.0|1.0|11|5.575|1|68|58|7|6|2.6390573296152584|0.6931471805599453|-12.188077695914265|37.325|0.38450872668900615|1.7009569359727597e-05
3469|-4.5|-81.5|verano|22.740000000000002|2.0|11.370000000000001|1.0|17|11.370000000000001|1|68|68|7|7|3.12412548832239|0.6931471805599453|-24.826657736101808|37.325|0.28452936737708434|2.044450691270178e-05
3470|-4.4|-83.3|verano|0.94|1.0|0.94|1.0|1|0.94|1|68|13|7|2|-0.06187540371808753|0.0|-3.697851239669421|21.175|2.0865361154075472|6.19744729059507e-06
3471|-4.4|-83.2|verano|0.48|1.0|0.48|1.0|1|0.48|1|68|6|7|1|-0.7339691750802004|0.0|-1.8859976387249113|21.175|1.9866411253419773|3.0131429835117063e-06
3472|-4.4|-83.1|verano|1.24|1.0|1.24|1.0|1|1.24|1|68|19|7|2|0.2151113796169455|0.0|-4.866304604486422|21.175|1.886757260725397|7.392593005599767e-06
3473|-4.4|-83.0|verano|1.75|1.0|1.75|1.0|2|1.75|1|68|24|7|3|0.5596157879354227|0.0|-6.859504132231405|21.175|1.786886387238994|9.880844644092365e-06
3474|-4.4|-82.0|verano|7.9399999999999995|1.0|7.9399999999999995|1.0|6|3.9699999999999998|1|68|61|7|7|2.0719132752590443|0.0|-15.373789846517116|21.175|0.7899765571838259|1.9819549925064095e-05
3475|-4.4|-81.9|verano|10.46|2.0|5.23|1.0|9|5.23|1|68|50|7|5|2.347558458636777|0.6931471805599453|-20.228429752066116|21.175|0.690777070334574|2.2831196907759055e-05
3476|-4.4|-81.8|verano|1.85|2.0|0.925|1.0|2|0.925|1|68|13|7|2|0.6151856390902335|0.6931471805599453|-3.5733175914994098|21.175|0.5918470756031533|3.4597149353958597e-06
3477|-4.4|-81.7|verano|4.13|2.0|2.065|1.0|3|2.065|1|68|29|7|3|1.4182774069729414|0.6931471805599453|-7.967438016528925|21.175|0.49334872139290004|6.438180385035955e-06
3478|-4.4|-81.6|verano|4.81|2.0|2.405|1.0|4|2.405|1|68|32|7|4|1.5706970841176697|0.6931471805599453|-9.267910271546633|21.175|0.39560455116189047|6.012643264653139e-06
3479|-4.4|-81.5|verano|12.23|3.0|4.076666666666667|1.0|13|2.17|1|68|45|7|5|2.503891949699081|1.0986122886681098|-8.35206611570248|21.175|0.2993542398229961|1.156833755545914e-05
3480|-4.3|-83.6|verano|12.63|1.0|12.63|1.0|7|12.63|1|68|71|7|8|2.5360749363624|0.0|-26.74099024946182|39.485|2.392270670492786|9.547128066961105e-05
